id,nome,diametro_min_m,diametro_max_m,velocidade_km_s,distancia_km,ameaca
3755313,(2016 NV32),61.1723235067,136.7854737026,11.4106590667,14791741.049786914,False
3755398,(2016 NS38),31.9561886721,71.4562101727,7.4351148856,9752637.418364275,False
3755939,(2016 OF),62.597209966,139.9716166857,9.0644839947,3455328.365005132,False
3760230,(2016 TX1),183.8886720703,411.1875710413,3.2665341221,53013045.24273584,False
3789673,(2017 WZ14),25.3837029364,56.7596852866,3.5483112275,16287450.503540488,False
3836313,(2018 WZ1),3.5039264111,7.8350176433,13.0049323887,10740426.49917479,False
3843276,(2019 NW5),48.1454196618,107.6564311691,14.9364329851,9962977.73822291,False
3655869,(2014 AW32),8.4053340207,18.7948982439,10.5362636255,15877772.996598737,False
3755191,(2016 NK22),4.2126461056,9.4197630572,7.117079373,264578.433847112,False
3755190,(2016 NG22),84.0533402073,187.9489824394,18.964453218,14323566.85621097,False
3755347,(2016 NJ33),20.8235599047,46.5628954805,4.4746359962,5713104.044089753,False
3755312,(2016 NU32),55.5334911581,124.1766612574,12.3275996549,13701336.985546043,False
3756795,(2016 PV),58.9596608383,131.8378095647,5.7007235106,10025476.152919818,False
3872623,(2019 SK7),69.9125232246,156.3291544087,16.4852196041,61444731.77854419,False
2189040,189040 (2000 MU1),282.1986791034,631.0154296359,22.7148950974,66303151.19233955,True
3009749,(1997 CD17),8.4053340207,18.7948982439,9.080928423,33352811.576657545,False
3672669,(2014 KZ45),229.3796979965,512.9085973785,16.2270784212,28215595.483696878,True
3753711,(2016 LD2),69.9125232246,156.3291544087,13.9322233327,28785827.97710933,False
3754384,(2016 ND1),23.150212221,51.7654482198,5.07679804,4008010.410303863,False
3757413,(2016 PD40),50.6471458835,113.2504610618,6.4286539719,21781913.101804454,False
3824060,(2018 JH1),23.150212221,51.7654482198,23.5830172554,47055978.62286688,False
3843526,(2019 PC2),21.113244479,47.2106498806,10.9759722518,41165761.7709395,False
2216523,216523 (2001 HY7),192.5550781879,430.566244241,13.7945109535,17263869.60767867,True
2369984,369984 (1998 QR52),429.0965044045,959.488952756,10.9684729036,31688138.32991929,False
2453729,453729 (2011 BO24),459.7851882794,1028.1109360402,13.2376221308,26776638.764448185,True
2455795,455795 (2005 SF),453.476698997,1014.0047251696,16.9055912262,46252064.92160733,False
3092476,(2001 VE2),26.58,59.4346868419,5.6846301298,44123315.16142966,False
3753026,(2016 JM17),319.5618867213,714.5621017269,21.9407047273,61802021.14363724,False
3753695,(2016 LN1),280.902093949,628.116177092,19.8015378703,53743584.82398863,True
2487577,487577 (2014 YQ15),161.6422833399,361.4431335863,9.0483460503,39990233.766067825,True
2523808,523808 (2007 ML24),358.5543341929,801.7518648824,26.6114301922,70022758.82537137,True
3370167,(2007 EF),139.4938229344,311.9176705226,15.643726245,59122826.66406541,True
3381230,(2007 PB8),142.0872067277,317.7166529762,11.6038655874,38791949.48672386,False
3532366,(2010 MJ1),50.6471458835,113.2504610618,14.6071383897,53593470.24294565,False
